Name,ProductName,OrderDate,ProductUnitPrice,QuantityOrdered,Total
Eduardo Saavedra,Chang,20130301,19.0,1,19.0
Eduardo Saavedra,Gumbär Gummibärchen,20130301,31.23,39,1217.97
Eduardo Saavedra,Flotemysost,20130301,21.5,17,365.5
Eduardo Saavedra,Côte de Blaye,20130301,263.5,49,12911.5
Eduardo Saavedra,Escargots de Bourgogne,20130301,13.25,41,543.25
Eduardo Saavedra,Manjimup Dried Apples,20130301,53.0,2,106.0
Eduardo Saavedra,Gula Malacca,20130301,19.45,30,583.5
Eduardo Saavedra,Scottish Longbreads,20130301,12.5,2,25.0
Eduardo Saavedra,Gorgonzola Telino,20130301,12.5,32,400.0
Eduardo Saavedra,Boston Crab Meat,20130301,18.4,15,276.0
Eduardo Saavedra,Louisiana Hot Spiced Okra,20130301,17.0,48,816.0
Eduardo Saavedra,Raclette Courdavault,20130301,55.0,37,2035.0
Eduardo Saavedra,Grandma's Boysenberry Spread,20130301,25.0,34,850.0
Eduardo Saavedra,Perth Pasties,20130301,32.8,24,787.2
Eduardo Saavedra,Chef Anton's Cajun Seasoning,20130301,22.0,47,1034.0
Eduardo Saavedra,Gravad lax,20130301,26.0,20,520.0
Eduardo Saavedra,Wimmers gute Semmelknödel,20130301,33.25,12,399.0
Eduardo Saavedra,Alice Mutton,20130301,39.0,20,780.0
Eduardo Saavedra,Sir Rodney's Marmalade,20130301,81.0,40,3240.0
Eduardo Saavedra,Queso Cabrales,20130301,21.0,46,966.0
Eduardo Saavedra,Camembert Pierrot,20130301,34.0,43,1462.0
Eduardo Saavedra,NuNuCa Nuß-Nougat-Creme,20130301,14.0,32,448.0
Eduardo Saavedra,Valkoinen suklaa,20130301,16.25,38,617.5
Eduardo Saavedra,Pâté chinois,20130301,24.0,41,984.0
Eduardo Saavedra,Tourtière,20130301,7.45,4,29.8
Eduardo Saavedra,Spegesild,20130606,12.0,42,504.0
Eduardo Saavedra,Ipoh Coffee,20130606,46.0,7,322.0
Eduardo Saavedra,Geitost,20130606,2.5,43,107.5
Eduardo Saavedra,Gravad lax,20130606,26.0,28,728.0
Eduardo Saavedra,Rogede sild,20130606,9.5,22,209.0
Eduardo Saavedra,Raclette Courdavault,20130606,55.0,46,2530.0
Eduardo Saavedra,Chef Anton's Cajun Seasoning,20130606,22.0,19,418.0
Eduardo Saavedra,Schoggi Schokolade,20130606,43.9,25,1097.5
Eduardo Saavedra,Chai,20130606,18.0,34,612.0
Eduardo Saavedra,Outback Lager,20130606,15.0,20,300.0
Eduardo Saavedra,Inlagd Sill,20130606,19.0,4,76.0
Eduardo Saavedra,Carnarvon Tigers,20130606,62.5,25,1562.5
Eduardo Saavedra,Escargots de Bourgogne,20130606,13.25,38,503.5
Eduardo Saavedra,Tunnbröd,20130606,9.0,38,342.0
Eduardo Saavedra,Pâté chinois,20130606,24.0,36,864.0
Eduardo Saavedra,Alice Mutton,20130606,39.0,4,156.0
Eduardo Saavedra,Côte de Blaye,20130606,263.5,33,8695.5
Eduardo Saavedra,Laughing Lumberjack Lager,20130606,14.0,30,420.0
Eduardo Saavedra,Röd Kaviar,20130606,15.0,42,630.0
Eduardo Saavedra,Louisiana Hot Spiced Okra,20130606,17.0,38,646.0
Eduardo Saavedra,Chang,20130606,19.0,24,456.0
Eduardo Saavedra,Jack's New England Clam Chowder,20130606,9.65,46,443.9
Eduardo Saavedra,Guaraná Fantástica,20141220,4.5,39,175.5
Eduardo Saavedra,Laughing Lumberjack Lager,20141220,14.0,50,700.0
Eduardo Saavedra,Thüringer Rostbratwurst,20141220,123.79,35,4332.65
Eduardo Saavedra,Pavlova,20141220,17.45,28,488.6
Eduardo Saavedra,Ravioli Angelo,20141220,19.5,14,273.0
Eduardo Saavedra,NuNuCa Nuß-Nougat-Creme,20141220,14.0,26,364.0
Eduardo Saavedra,Gumbär Gummibärchen,20141220,31.23,44,1374.12
Eduardo Saavedra,Schoggi Schokolade,20141220,43.9,23,1009.7
Eduardo Saavedra,Chocolade,20141220,12.75,47,599.25
Eduardo Saavedra,Scottish Longbreads,20141220,12.5,20,250.0
Eduardo Saavedra,Mozzarella di Giovanni,20141220,34.8,28,974.4
Eduardo Saavedra,Carnarvon Tigers,20141220,62.5,19,1187.5
Eduardo Saavedra,Chang,20141220,19.0,22,418.0
Eduardo Saavedra,Gustaf's Knäckebröd,20141220,21.0,43,903.0
Eduardo Saavedra,Röd Kaviar,20141220,15.0,24,360.0
Eduardo Saavedra,Singaporean Hokkien Fried Mee,20141220,14.0,34,476.0
Eduardo Saavedra,Gravad lax,20141220,26.0,16,416.0
Eduardo Saavedra,Queso Manchego La Pastora,20141220,38.0,46,1748.0
Eduardo Saavedra,Rhönbräu Klosterbier,20141220,7.75,21,162.75
Eduardo Saavedra,Valkoinen suklaa,20141220,16.25,30,487.5
Eduardo Saavedra,Tunnbröd,20141220,9.0,27,243.0
Eduardo Saavedra,Chartreuse verte,20141220,18.0,23,414.0
Eduardo Saavedra,Konbu,20141220,6.0,11,66.0
Eduardo Saavedra,Genen Shouyu,20141220,15.5,23,356.5
Eduardo Saavedra,Vegie-spread,20141220,43.9,21,921.9
Eduardo Saavedra,Sirop d'érable,20141220,28.5,17,484.5
Eduardo Saavedra,Louisiana Fiery Hot Pepper Sauce,20141220,21.05,24,505.2
Eduardo Saavedra,Gula Malacca,20141220,19.45,23,447.35
Eduardo Saavedra,Mascarpone Fabioli,20141220,32.0,40,1280.0
Eduardo Saavedra,Gorgonzola Telino,20141220,12.5,14,175.0
Eduardo Saavedra,Grandma's Boysenberry Spread,20141220,25.0,1,25.0
Eduardo Saavedra,Uncle Bob's Organic Dried Pears,20141220,30.0,45,1350.0
Eduardo Saavedra,Sir Rodney's Scones,20141220,10.0,20,200.0
Eduardo Saavedra,Rogede sild,20141220,9.5,6,57.0
Eduardo Saavedra,Perth Pasties,20141220,32.8,38,1246.4
Eduardo Saavedra,Northwoods Cranberry Sauce,20141220,40.0,49,1960.0
Eduardo Saavedra,Jack's New England Clam Chowder,20141220,9.65,18,173.7
Eduardo Saavedra,Alice Mutton,20160128,39.0,10,390.0
Eduardo Saavedra,Mishi Kobe Niku,20160128,97.0,40,3880.0
Eduardo Saavedra,Scottish Longbreads,20160128,12.5,37,462.5
Eduardo Saavedra,Pavlova,20160128,17.45,19,331.55
Eduardo Saavedra,Chef Anton's Gumbo Mix,20160128,21.35,20,427.0
Eduardo Saavedra,Zaanse koeken,20160128,9.5,11,104.5
Eduardo Saavedra,Rhönbräu Klosterbier,20160128,7.75,45,348.75
Eduardo Saavedra,Konbu,20160128,6.0,23,138.0
Eduardo Saavedra,Flotemysost,20160128,21.5,14,301.0
Eduardo Saavedra,Tarte au sucre,20160128,49.3,5,246.5
Eduardo Saavedra,Laughing Lumberjack Lager,20160128,14.0,2,28.0
Eduardo Saavedra,Perth Pasties,20160128,32.8,12,393.6
Eduardo Saavedra,Carnarvon Tigers,20160128,62.5,5,312.5
Eduardo Saavedra,Gravad lax,20160128,26.0,37,962.0
Eduardo Saavedra,Rössle Sauerkraut,20160128,45.6,6,273.6
Eduardo Saavedra,Côte de Blaye,20160128,263.5,44,11594.0
Eduardo Saavedra,Gorgonzola Telino,20160128,12.5,16,200.0
Eduardo Saavedra,Maxilaku,20160128,20.0,1,20.0
Eduardo Saavedra,Gumbär Gummibärchen,20160128,31.23,15,468.45
Eduardo Saavedra,Vegie-spread,20160128,43.9,9,395.1
Eduardo Saavedra,Grandma's Boysenberry Spread,20160128,25.0,43,1075.0
Eduardo Saavedra,Pâté chinois,20160128,24.0,15,360.0
Eduardo Saavedra,Genen Shouyu,20160128,15.5,24,372.0
Eduardo Saavedra,Chang,20160128,19.0,13,247.0
Eduardo Saavedra,Aniseed Syrup,20160128,10.0,38,380.0
Eduardo Saavedra,Louisiana Hot Spiced Okra,20160128,17.0,5,85.0
Eduardo Saavedra,Sasquatch Ale,20160128,14.0,10,140.0
Eduardo Saavedra,Northwoods Cranberry Sauce,20160128,40.0,3,120.0
Eduardo Saavedra,Jack's New England Clam Chowder,20160128,9.65,36,347.4
Eduardo Saavedra,Mozzarella di Giovanni,20160128,34.8,9,313.2
Eduardo Saavedra,Mascarpone Fabioli,20160128,32.0,25,800.0
Eduardo Saavedra,Chai,20160128,18.0,35,630.0
Eduardo Saavedra,Rogede sild,20160128,9.5,22,209.0
Eduardo Saavedra,Uncle Bob's Organic Dried Pears,20160128,30.0,42,1260.0
Eduardo Saavedra,NuNuCa Nuß-Nougat-Creme,20160128,14.0,35,490.0
Eduardo Saavedra,Ipoh Coffee,20160128,46.0,28,1288.0
Eduardo Saavedra,Queso Cabrales,20160128,21.0,12,252.0
Eduardo Saavedra,Schoggi Schokolade,20160128,43.9,24,1053.6
Eduardo Saavedra,Ikura,20160128,31.0,23,713.0
Eduardo Saavedra,Wimmers gute Semmelknödel,20160128,33.25,16,532.0
Eduardo Saavedra,Guaraná Fantástica,20160128,4.5,27,121.5
Eduardo Saavedra,Queso Manchego La Pastora,20160128,38.0,28,1064.0
Eduardo Saavedra,Spegesild,20160128,12.0,35,420.0
Eduardo Saavedra,Valkoinen suklaa,20160128,16.25,21,341.25
Eduardo Saavedra,Boston Crab Meat,20160128,18.4,10,184.0
Eduardo Saavedra,Escargots de Bourgogne,20160128,13.25,37,490.25
Eduardo Saavedra,Gula Malacca,20160128,19.45,18,350.1
Eduardo Saavedra,Chef Anton's Cajun Seasoning,20160128,22.0,1,22.0
Eduardo Saavedra,Longlife Tofu,20160128,10.0,39,390.0
Eduardo Saavedra,Gustaf's Knäckebröd,20160128,21.0,32,672.0
Eduardo Saavedra,Röd Kaviar,20160128,15.0,44,660.0
Eduardo Saavedra,Thüringer Rostbratwurst,20160128,123.79,14,1733.06
Eduardo Saavedra,Tofu,20160128,23.25,13,302.25
Eduardo Saavedra,Camembert Pierrot,20160128,34.0,40,1360.0
Eduardo Saavedra,Gnocchi di nonna Alice,20160128,38.0,14,532.0
Eduardo Saavedra,Ravioli Angelo,20160128,19.5,30,585.0
Eduardo Saavedra,Steeleye Stout,20160128,18.0,47,846.0
Eduardo Saavedra,Nord-Ost Matjeshering,20160128,25.89,46,1190.94
Eduardo Saavedra,Sir Rodney's Scones,20160128,10.0,26,260.0
Eduardo Saavedra,Chocolade,20140211,12.75,24,306.0
Eduardo Saavedra,Ravioli Angelo,20140211,19.5,12,234.0
Eduardo Saavedra,Teatime Chocolate Biscuits,20140211,9.2,23,211.6
Eduardo Saavedra,Original Frankfurter grüne Soße,20140211,13.0,5,65.0
Eduardo Saavedra,Ipoh Coffee,20140211,46.0,42,1932.0
Eduardo Saavedra,Louisiana Hot Spiced Okra,20140211,17.0,37,629.0
Eduardo Saavedra,Pâté chinois,20140831,24.0,1,24.0
Eduardo Saavedra,Chocolade,20140831,12.75,38,484.5
Eduardo Saavedra,Filo Mix,20140831,7.0,31,217.0
Eduardo Saavedra,Teatime Chocolate Biscuits,20140831,9.2,33,303.6
Eduardo Saavedra,Singaporean Hokkien Fried Mee,20140831,14.0,45,630.0
Eduardo Saavedra,Wimmers gute Semmelknödel,20140831,33.25,50,1662.5
Eduardo Saavedra,Sir Rodney's Scones,20140831,10.0,3,30.0
Eduardo Saavedra,Geitost,20140831,2.5,8,20.0
Eduardo Saavedra,Nord-Ost Matjeshering,20140831,25.89,4,103.56
Eduardo Saavedra,Tofu,20140831,23.25,36,837.0
Eduardo Saavedra,Mishi Kobe Niku,20150213,97.0,32,3104.0
Eduardo Saavedra,Genen Shouyu,20150213,15.5,10,155.0
Eduardo Saavedra,Chocolade,20150213,12.75,48,612.0
Eduardo Saavedra,Queso Manchego La Pastora,20150213,38.0,27,1026.0
Eduardo Saavedra,Tarte au sucre,20150213,49.3,49,2415.7
Eduardo Saavedra,Ikura,20150213,31.0,46,1426.0
Eduardo Saavedra,Inlagd Sill,20150213,19.0,47,893.0
Eduardo Saavedra,Flotemysost,20150213,21.5,34,731.0
Eduardo Saavedra,Maxilaku,20150213,20.0,44,880.0
Eduardo Saavedra,Gula Malacca,20150213,19.45,6,116.7
Eduardo Saavedra,Scottish Longbreads,20150213,12.5,4,50.0
Eduardo Saavedra,Rogede sild,20150213,9.5,41,389.5
Eduardo Saavedra,Geitost,20150213,2.5,12,30.0
Eduardo Saavedra,Manjimup Dried Apples,20150213,53.0,3,159.0
Eduardo Saavedra,Steeleye Stout,20150213,18.0,31,558.0
Eduardo Saavedra,Ravioli Angelo,20150213,19.5,25,487.5
Eduardo Saavedra,Gravad lax,20150213,26.0,44,1144.0
Eduardo Saavedra,Longlife Tofu,20150213,10.0,22,220.0
Eduardo Saavedra,Laughing Lumberjack Lager,20150213,14.0,41,574.0
Eduardo Saavedra,NuNuCa Nuß-Nougat-Creme,20150213,14.0,25,350.0
Eduardo Saavedra,Chef Anton's Gumbo Mix,20150213,21.35,41,875.35
Eduardo Saavedra,Chang,20150213,19.0,50,950.0
Eduardo Saavedra,Perth Pasties,20150213,32.8,45,1476.0
Eduardo Saavedra,Alice Mutton,20150213,39.0,16,624.0
Eduardo Saavedra,Chai,20150213,18.0,24,432.0
Eduardo Saavedra,Sir Rodney's Scones,20150213,10.0,40,400.0
Eduardo Saavedra,Guaraná Fantástica,20150213,4.5,11,49.5
Eduardo Saavedra,Tofu,20150213,23.25,2,46.5
Eduardo Saavedra,Mascarpone Fabioli,20150213,32.0,30,960.0
Eduardo Saavedra,Mozzarella di Giovanni,20150213,34.8,15,522.0
Eduardo Saavedra,Tourtière,20150213,7.45,42,312.9
Eduardo Saavedra,Pâté chinois,20150213,24.0,48,1152.0
Eduardo Saavedra,Zaanse koeken,20150213,9.5,9,85.5
Eduardo Saavedra,Wimmers gute Semmelknödel,20150213,33.25,10,332.5
Eduardo Saavedra,Konbu,20150213,6.0,27,162.0
Eduardo Saavedra,Ipoh Coffee,20150213,46.0,38,1748.0
Eduardo Saavedra,Uncle Bob's Organic Dried Pears,20150213,30.0,33,990.0
Eduardo Saavedra,Tunnbröd,20150213,9.0,2,18.0
Eduardo Saavedra,Vegie-spread,20150213,43.9,17,746.3
Eduardo Saavedra,Gumbär Gummibärchen,20150213,31.23,5,156.15
Eduardo Saavedra,Louisiana Hot Spiced Okra,20150213,17.0,8,136.0
Eduardo Saavedra,Sir Rodney's Marmalade,20150213,81.0,16,1296.0
Eduardo Saavedra,Röd Kaviar,20150213,15.0,28,420.0
Eduardo Saavedra,Grandma's Boysenberry Spread,20150213,25.0,8,200.0
Eduardo Saavedra,Lakkalikööri,20150213,18.0,37,666.0
Eduardo Saavedra,Gorgonzola Telino,20150213,12.5,28,350.0
Eduardo Saavedra,Carnarvon Tigers,20150213,62.5,40,2500.0
Eduardo Saavedra,Spegesild,20150213,12.0,40,480.0
Eduardo Saavedra,Pavlova,20150213,17.45,12,209.4
Eduardo Saavedra,Sirop d'érable,20150213,28.5,30,855.0
Eduardo Saavedra,Valkoinen suklaa,20150213,16.25,23,373.75
Eduardo Saavedra,Rössle Sauerkraut,20150213,45.6,2,91.2
Eduardo Saavedra,Camembert Pierrot,20150213,34.0,4,136.0
Eduardo Saavedra,Raclette Courdavault,20150213,55.0,24,1320.0
Eduardo Saavedra,Nord-Ost Matjeshering,20150213,25.89,31,802.59
Eduardo Saavedra,Chef Anton's Cajun Seasoning,20150213,22.0,41,902.0
Eduardo Saavedra,Northwoods Cranberry Sauce,20150213,40.0,50,2000.0
Eduardo Saavedra,Côte de Blaye,20150213,263.5,1,263.5
Eduardo Saavedra,Sasquatch Ale,20150213,14.0,17,238.0
Eduardo Saavedra,Schoggi Schokolade,20150213,43.9,6,263.4
Eduardo Saavedra,Boston Crab Meat,20150213,18.4,41,754.4
Eduardo Saavedra,Filo Mix,20150213,7.0,26,182.0
Eduardo Saavedra,Teatime Chocolate Biscuits,20150213,9.2,25,230.0
Eduardo Saavedra,Jack's New England Clam Chowder,20150213,9.65,12,115.8
Eduardo Saavedra,Rhönbräu Klosterbier,20150213,7.75,27,209.25
Eduardo Saavedra,Thüringer Rostbratwurst,20150213,123.79,16,1980.64
Eduardo Saavedra,Original Frankfurter grüne Soße,20150213,13.0,10,130.0
Eduardo Saavedra,Gustaf's Knäckebröd,20150213,21.0,9,189.0
Eduardo Saavedra,Gudbrandsdalsost,20150213,36.0,40,1440.0
Eduardo Saavedra,Aniseed Syrup,20150213,10.0,41,410.0
Eduardo Saavedra,Chartreuse verte,20150213,18.0,22,396.0
Eduardo Saavedra,Outback Lager,20150213,15.0,5,75.0
Eduardo Saavedra,Mascarpone Fabioli,20140702,32.0,16,512.0
Eduardo Saavedra,Ikura,20140702,31.0,38,1178.0
Eduardo Saavedra,Côte de Blaye,20140702,263.5,35,9222.5
Eduardo Saavedra,Northwoods Cranberry Sauce,20140702,40.0,38,1520.0
Eduardo Saavedra,Sir Rodney's Scones,20140702,10.0,50,500.0
Eduardo Saavedra,Chef Anton's Cajun Seasoning,20140702,22.0,31,682.0
Eduardo Saavedra,Queso Manchego La Pastora,20140702,38.0,4,152.0
Eduardo Saavedra,Maxilaku,20140702,20.0,20,400.0
Eduardo Saavedra,Scottish Longbreads,20140702,12.5,50,625.0
Eduardo Saavedra,Carnarvon Tigers,20140702,62.5,29,1812.5
Eduardo Saavedra,Grandma's Boysenberry Spread,20140702,25.0,10,250.0
Eduardo Saavedra,Perth Pasties,20140702,32.8,41,1344.8
Eduardo Saavedra,Pâté chinois,20140702,24.0,34,816.0
Eduardo Saavedra,Outback Lager,20140702,15.0,17,255.0
Eduardo Saavedra,Chocolade,20140702,12.75,21,267.75
Eduardo Saavedra,Teatime Chocolate Biscuits,20140702,9.2,10,92.0
Eduardo Saavedra,Ipoh Coffee,20140702,46.0,23,1058.0
Eduardo Saavedra,Zaanse koeken,20140702,9.5,29,275.5
Eduardo Saavedra,Vegie-spread,20140702,43.9,29,1273.1
Eduardo Saavedra,Chartreuse verte,20140702,18.0,17,306.0
Eduardo Saavedra,Gustaf's Knäckebröd,20140702,21.0,33,693.0
Eduardo Saavedra,Thüringer Rostbratwurst,20140702,123.79,5,618.95
Eduardo Saavedra,Schoggi Schokolade,20140702,43.9,18,790.2
Eduardo Saavedra,Gorgonzola Telino,20140702,12.5,40,500.0
Eduardo Saavedra,Inlagd Sill,20140702,19.0,28,532.0
Eduardo Saavedra,Boston Crab Meat,20140702,18.4,45,828.0
Eduardo Saavedra,Singaporean Hokkien Fried Mee,20140702,14.0,40,560.0
Eduardo Saavedra,Spegesild,20140702,12.0,49,588.0
Eduardo Saavedra,Mishi Kobe Niku,20140702,97.0,36,3492.0
Eduardo Saavedra,Tunnbröd,20140702,9.0,47,423.0
Eduardo Saavedra,Raclette Courdavault,20140702,55.0,12,660.0
Eduardo Saavedra,Genen Shouyu,20140702,15.5,13,201.5
Eduardo Saavedra,Konbu,20140702,6.0,39,234.0
Eduardo Saavedra,Röd Kaviar,20140702,15.0,46,690.0
Eduardo Saavedra,Rhönbräu Klosterbier,20140702,7.75,48,372.0
Eduardo Saavedra,Sasquatch Ale,20140702,14.0,10,140.0
Eduardo Saavedra,Original Frankfurter grüne Soße,20140702,13.0,36,468.0
Eduardo Saavedra,Lakkalikööri,20140702,18.0,39,702.0
Eduardo Saavedra,Aniseed Syrup,20140702,10.0,44,440.0
Eduardo Saavedra,Manjimup Dried Apples,20140702,53.0,34,1802.0
Eduardo Saavedra,Gnocchi di nonna Alice,20140702,38.0,9,342.0
Eduardo Saavedra,Wimmers gute Semmelknödel,20140702,33.25,46,1529.5
Eduardo Saavedra,Rössle Sauerkraut,20140702,45.6,13,592.8
Eduardo Saavedra,Escargots de Bourgogne,20140702,13.25,9,119.25
Eduardo Saavedra,Louisiana Fiery Hot Pepper Sauce,20140702,21.05,39,820.95
Eduardo Saavedra,Filo Mix,20140702,7.0,27,189.0
Eduardo Saavedra,Sirop d'érable,20140702,28.5,29,826.5
Eduardo Saavedra,Ravioli Angelo,20140702,19.5,2,39.0
Eduardo Saavedra,Rogede sild,20140702,9.5,43,408.5
Eduardo Saavedra,Tarte au sucre,20140702,49.3,18,887.4
Eduardo Saavedra,NuNuCa Nuß-Nougat-Creme,20140702,14.0,45,630.0
Eduardo Saavedra,Chai,20140702,18.0,23,414.0
Eduardo Saavedra,Geitost,20140702,2.5,31,77.5
Eduardo Saavedra,Nord-Ost Matjeshering,20140702,25.89,15,388.35
Eduardo Saavedra,Mozzarella di Giovanni,20140702,34.8,10,348.0
Eduardo Saavedra,Louisiana Hot Spiced Okra,20140702,17.0,17,289.0
Eduardo Saavedra,Gumbär Gummibärchen,20140702,31.23,41,1280.43
Eduardo Saavedra,Laughing Lumberjack Lager,20140702,14.0,16,224.0
Eduardo Saavedra,Gravad lax,20140702,26.0,38,988.0
Eduardo Saavedra,Ravioli Angelo,20131013,19.5,11,214.5
Eduardo Saavedra,Nord-Ost Matjeshering,20131013,25.89,49,1268.61
Eduardo Saavedra,Geitost,20131013,2.5,32,80.0
Eduardo Saavedra,Queso Manchego La Pastora,20131013,38.0,32,1216.0
Eduardo Saavedra,Zaanse koeken,20131013,9.5,4,38.0
Eduardo Saavedra,Gnocchi di nonna Alice,20131013,38.0,42,1596.0
Eduardo Saavedra,Outback Lager,20131013,15.0,8,120.0
Eduardo Saavedra,Raclette Courdavault,20131013,55.0,43,2365.0
Eduardo Saavedra,Mozzarella di Giovanni,20131013,34.8,16,556.8
Eduardo Saavedra,Flotemysost,20131013,21.5,24,516.0
Eduardo Saavedra,Laughing Lumberjack Lager,20131013,14.0,33,462.0
Eduardo Saavedra,Valkoinen suklaa,20131013,16.25,33,536.25
Eduardo Saavedra,Boston Crab Meat,20131013,18.4,37,680.8
Eduardo Saavedra,Gudbrandsdalsost,20131013,36.0,36,1296.0
Eduardo Saavedra,Chef Anton's Cajun Seasoning,20131013,22.0,16,352.0
Eduardo Saavedra,Guaraná Fantástica,20131013,4.5,14,63.0
Eduardo Saavedra,Röd Kaviar,20131013,15.0,15,225.0
Eduardo Saavedra,Rössle Sauerkraut,20131013,45.6,2,91.2
