Name,ProductName,OrderDate,ProductUnitPrice,QuantityOrdered,Total
Alejandra Camino,Raclette Courdavault,20151213,55.0,13,715.0
Alejandra Camino,Louisiana Hot Spiced Okra,20151213,17.0,36,612.0
Alejandra Camino,Tofu,20151213,23.25,43,999.75
Alejandra Camino,Chocolade,20130408,12.75,34,433.5
Alejandra Camino,Alice Mutton,20130408,39.0,2,78.0
Alejandra Camino,Camembert Pierrot,20130408,34.0,33,1122.0
Alejandra Camino,Gumbär Gummibärchen,20130408,31.23,49,1530.27
Alejandra Camino,Gravad lax,20130408,26.0,41,1066.0
Alejandra Camino,Mascarpone Fabioli,20130408,32.0,10,320.0
Alejandra Camino,Gudbrandsdalsost,20130408,36.0,20,720.0
Alejandra Camino,Mozzarella di Giovanni,20130408,34.8,2,69.6
Alejandra Camino,Tofu,20130408,23.25,33,767.25
Alejandra Camino,Ipoh Coffee,20130408,46.0,50,2300.0
Alejandra Camino,Ravioli Angelo,20130408,19.5,43,838.5
Alejandra Camino,Valkoinen suklaa,20130408,16.25,47,763.75
Alejandra Camino,Steeleye Stout,20130408,18.0,4,72.0
Alejandra Camino,Louisiana Fiery Hot Pepper Sauce,20130408,21.05,6,126.3
Alejandra Camino,Wimmers gute Semmelknödel,20130408,33.25,47,1562.75
Alejandra Camino,Uncle Bob's Organic Dried Pears,20130408,30.0,17,510.0
Alejandra Camino,Côte de Blaye,20130408,263.5,42,11067.0
Alejandra Camino,Louisiana Hot Spiced Okra,20130408,17.0,35,595.0
Alejandra Camino,Pâté chinois,20130408,24.0,5,120.0
Alejandra Camino,Northwoods Cranberry Sauce,20130408,40.0,6,240.0
Alejandra Camino,Queso Manchego La Pastora,20130408,38.0,21,798.0
Alejandra Camino,Scottish Longbreads,20130408,12.5,5,62.5
Alejandra Camino,Pavlova,20130408,17.45,12,209.4
Alejandra Camino,Original Frankfurter grüne Soße,20130408,13.0,6,78.0
Alejandra Camino,Thüringer Rostbratwurst,20130408,123.79,33,4085.07
Alejandra Camino,Sir Rodney's Scones,20130408,10.0,9,90.0
Alejandra Camino,Konbu,20130408,6.0,27,162.0
Alejandra Camino,Inlagd Sill,20130408,19.0,15,285.0
Alejandra Camino,Chartreuse verte,20130408,18.0,33,594.0
Alejandra Camino,Chef Anton's Gumbo Mix,20130408,21.35,3,64.05
Alejandra Camino,Rössle Sauerkraut,20130408,45.6,15,684.0
Alejandra Camino,Gnocchi di nonna Alice,20130408,38.0,28,1064.0
Alejandra Camino,Manjimup Dried Apples,20130408,53.0,3,159.0
Alejandra Camino,Guaraná Fantástica,20130408,4.5,26,117.0
Alejandra Camino,Boston Crab Meat,20130408,18.4,19,349.6
Alejandra Camino,Queso Cabrales,20130408,21.0,35,735.0
Alejandra Camino,Longlife Tofu,20130408,10.0,11,110.0
Alejandra Camino,Teatime Chocolate Biscuits,20130408,9.2,22,202.4
Alejandra Camino,Raclette Courdavault,20130408,55.0,49,2695.0
Alejandra Camino,Rhönbräu Klosterbier,20130408,7.75,36,279.0
Alejandra Camino,Gula Malacca,20130408,19.45,18,350.1
Alejandra Camino,Gorgonzola Telino,20130408,12.5,2,25.0
Alejandra Camino,Escargots de Bourgogne,20130408,13.25,34,450.5
Alejandra Camino,Rogede sild,20130408,9.5,18,171.0
Alejandra Camino,Perth Pasties,20130408,32.8,17,557.6
Alejandra Camino,Nord-Ost Matjeshering,20130408,25.89,43,1113.27
Alejandra Camino,Vegie-spread,20130408,43.9,41,1799.9
Alejandra Camino,Chef Anton's Cajun Seasoning,20130408,22.0,41,902.0
Alejandra Camino,Sirop d'érable,20130408,28.5,26,741.0
Alejandra Camino,NuNuCa Nuß-Nougat-Creme,20130408,14.0,1,14.0
Alejandra Camino,Ikura,20130408,31.0,24,744.0
Alejandra Camino,Mishi Kobe Niku,20130408,97.0,3,291.0
Alejandra Camino,Filo Mix,20130408,7.0,26,182.0
Alejandra Camino,Laughing Lumberjack Lager,20130408,14.0,43,602.0
Alejandra Camino,Zaanse koeken,20130408,9.5,40,380.0
Alejandra Camino,Chai,20130408,18.0,23,414.0
Alejandra Camino,Tunnbröd,20130408,9.0,11,99.0
Alejandra Camino,Geitost,20130408,2.5,18,45.0
Alejandra Camino,Singaporean Hokkien Fried Mee,20130408,14.0,9,126.0
Alejandra Camino,Tarte au sucre,20130408,49.3,33,1626.9
Alejandra Camino,Genen Shouyu,20130408,15.5,40,620.0
Alejandra Camino,Lakkalikööri,20130408,18.0,42,756.0
Alejandra Camino,Gustaf's Knäckebröd,20130408,21.0,29,609.0
Alejandra Camino,Outback Lager,20130408,15.0,44,660.0
Alejandra Camino,Schoggi Schokolade,20130408,43.9,17,746.3
Alejandra Camino,Chang,20130408,19.0,23,437.0
Alejandra Camino,Flotemysost,20130408,21.5,21,451.5
Alejandra Camino,Tourtière,20130408,7.45,4,29.8
Alejandra Camino,Sir Rodney's Marmalade,20130408,81.0,2,162.0
Alejandra Camino,Côte de Blaye,20140621,263.5,48,12648.0
Alejandra Camino,Queso Cabrales,20140621,21.0,35,735.0
Alejandra Camino,Ravioli Angelo,20140621,19.5,15,292.5
Alejandra Camino,NuNuCa Nuß-Nougat-Creme,20140621,14.0,3,42.0
Alejandra Camino,Northwoods Cranberry Sauce,20140621,40.0,25,1000.0
Alejandra Camino,Aniseed Syrup,20140621,10.0,38,380.0
Alejandra Camino,Gravad lax,20140621,26.0,39,1014.0
Alejandra Camino,Singaporean Hokkien Fried Mee,20140621,14.0,37,518.0
Alejandra Camino,Inlagd Sill,20131128,19.0,20,380.0
Alejandra Camino,Sasquatch Ale,20131128,14.0,29,406.0
Alejandra Camino,Thüringer Rostbratwurst,20131128,123.79,5,618.95
Alejandra Camino,Tarte au sucre,20131128,49.3,3,147.9
Alejandra Camino,Mozzarella di Giovanni,20131128,34.8,1,34.8
Alejandra Camino,Carnarvon Tigers,20131128,62.5,49,3062.5
Alejandra Camino,Genen Shouyu,20131128,15.5,50,775.0
Alejandra Camino,Valkoinen suklaa,20131128,16.25,14,227.5
Alejandra Camino,Chartreuse verte,20131128,18.0,35,630.0
Alejandra Camino,Boston Crab Meat,20131128,18.4,29,533.6
Alejandra Camino,Northwoods Cranberry Sauce,20131128,40.0,15,600.0
Alejandra Camino,Spegesild,20131128,12.0,18,216.0
Alejandra Camino,Pâté chinois,20131128,24.0,9,216.0
Alejandra Camino,Röd Kaviar,20131128,15.0,38,570.0
Alejandra Camino,Camembert Pierrot,20150616,34.0,42,1428.0
Alejandra Camino,Tourtière,20150616,7.45,10,74.5
Alejandra Camino,Chang,20150616,19.0,17,323.0
Alejandra Camino,Spegesild,20150616,12.0,48,576.0
Alejandra Camino,Chocolade,20150616,12.75,33,420.75
Alejandra Camino,Nord-Ost Matjeshering,20150616,25.89,11,284.79
Alejandra Camino,Valkoinen suklaa,20150616,16.25,12,195.0
Alejandra Camino,Manjimup Dried Apples,20150616,53.0,23,1219.0
Alejandra Camino,Louisiana Hot Spiced Okra,20150616,17.0,4,68.0
Alejandra Camino,Louisiana Fiery Hot Pepper Sauce,20150616,21.05,1,21.05
Alejandra Camino,Queso Manchego La Pastora,20150616,38.0,23,874.0
Alejandra Camino,Mishi Kobe Niku,20150616,97.0,50,4850.0
Alejandra Camino,Röd Kaviar,20150616,15.0,29,435.0
Alejandra Camino,Tarte au sucre,20150616,49.3,43,2119.9
Alejandra Camino,Genen Shouyu,20150616,15.5,44,682.0
Alejandra Camino,Alice Mutton,20150616,39.0,35,1365.0
Alejandra Camino,Gula Malacca,20150616,19.45,35,680.75
Alejandra Camino,Boston Crab Meat,20150616,18.4,43,791.2
Alejandra Camino,Longlife Tofu,20150616,10.0,16,160.0
Alejandra Camino,Escargots de Bourgogne,20150616,13.25,39,516.75
Alejandra Camino,Filo Mix,20150616,7.0,2,14.0
Alejandra Camino,Guaraná Fantástica,20150616,4.5,9,40.5
Alejandra Camino,Ravioli Angelo,20150616,19.5,14,273.0
Alejandra Camino,Gumbär Gummibärchen,20150616,31.23,34,1061.82
Alejandra Camino,Chef Anton's Gumbo Mix,20150616,21.35,35,747.25
Alejandra Camino,Vegie-spread,20150616,43.9,43,1887.7
Alejandra Camino,Ipoh Coffee,20150616,46.0,29,1334.0
Alejandra Camino,Queso Cabrales,20150616,21.0,13,273.0
Alejandra Camino,Gravad lax,20150616,26.0,19,494.0
Alejandra Camino,Rössle Sauerkraut,20150616,45.6,44,2006.4
Alejandra Camino,Northwoods Cranberry Sauce,20150616,40.0,16,640.0
Alejandra Camino,Uncle Bob's Organic Dried Pears,20150616,30.0,9,270.0
Alejandra Camino,Wimmers gute Semmelknödel,20150616,33.25,41,1363.25
Alejandra Camino,Geitost,20150616,2.5,9,22.5
Alejandra Camino,Gnocchi di nonna Alice,20150616,38.0,2,76.0
Alejandra Camino,Sir Rodney's Marmalade,20150616,81.0,42,3402.0
Alejandra Camino,Carnarvon Tigers,20150616,62.5,12,750.0
Alejandra Camino,Rogede sild,20150616,9.5,21,199.5
Alejandra Camino,Singaporean Hokkien Fried Mee,20150616,14.0,42,588.0
Alejandra Camino,Mozzarella di Giovanni,20150616,34.8,39,1357.2
Alejandra Camino,Aniseed Syrup,20150616,10.0,36,360.0
Alejandra Camino,Chai,20150616,18.0,44,792.0
Alejandra Camino,Sasquatch Ale,20150616,14.0,9,126.0
Alejandra Camino,Perth Pasties,20150616,32.8,27,885.6
Alejandra Camino,Steeleye Stout,20150616,18.0,4,72.0
Alejandra Camino,Outback Lager,20150616,15.0,34,510.0
Alejandra Camino,Gudbrandsdalsost,20150616,36.0,9,324.0
Alejandra Camino,Jack's New England Clam Chowder,20150616,9.65,37,357.05
Alejandra Camino,Mascarpone Fabioli,20150616,32.0,38,1216.0
Alejandra Camino,Maxilaku,20150616,20.0,3,60.0
Alejandra Camino,Chef Anton's Cajun Seasoning,20150616,22.0,18,396.0
Alejandra Camino,Flotemysost,20150616,21.5,36,774.0
Alejandra Camino,Konbu,20150616,6.0,14,84.0
Alejandra Camino,Thüringer Rostbratwurst,20150616,123.79,13,1609.27
Alejandra Camino,Zaanse koeken,20150616,9.5,18,171.0
Alejandra Camino,NuNuCa Nuß-Nougat-Creme,20150616,14.0,36,504.0
Alejandra Camino,Sir Rodney's Scones,20150616,10.0,35,350.0
Alejandra Camino,Chai,20140509,18.0,43,774.0
Alejandra Camino,Louisiana Hot Spiced Okra,20140509,17.0,17,289.0
Alejandra Camino,Sasquatch Ale,20140509,14.0,39,546.0
Alejandra Camino,Schoggi Schokolade,20140509,43.9,33,1448.7
Alejandra Camino,Pavlova,20140509,17.45,4,69.8
Alejandra Camino,Gorgonzola Telino,20140509,12.5,24,300.0
Alejandra Camino,Ravioli Angelo,20140509,19.5,47,916.5
Alejandra Camino,Zaanse koeken,20140509,9.5,26,247.0
Alejandra Camino,Mozzarella di Giovanni,20140509,34.8,10,348.0
Alejandra Camino,Flotemysost,20140509,21.5,32,688.0
Alejandra Camino,Queso Cabrales,20140509,21.0,8,168.0
Alejandra Camino,Escargots de Bourgogne,20140509,13.25,10,132.5
Alejandra Camino,Mishi Kobe Niku,20140509,97.0,12,1164.0
Alejandra Camino,Rogede sild,20140509,9.5,26,247.0
Alejandra Camino,Rhönbräu Klosterbier,20140509,7.75,16,124.0
Alejandra Camino,Chang,20140509,19.0,42,798.0
Alejandra Camino,Alice Mutton,20140509,39.0,33,1287.0
Alejandra Camino,Chef Anton's Cajun Seasoning,20140509,22.0,6,132.0
Alejandra Camino,Guaraná Fantástica,20140509,4.5,46,207.0
Alejandra Camino,Côte de Blaye,20140509,263.5,11,2898.5
Alejandra Camino,Thüringer Rostbratwurst,20140509,123.79,6,742.74
Alejandra Camino,Nord-Ost Matjeshering,20140509,25.89,8,207.12
Alejandra Camino,Pâté chinois,20140509,24.0,17,408.0
Alejandra Camino,Valkoinen suklaa,20140509,16.25,29,471.25
Alejandra Camino,Inlagd Sill,20140509,19.0,29,551.0
Alejandra Camino,Röd Kaviar,20140509,15.0,10,150.0
Alejandra Camino,Gudbrandsdalsost,20140509,36.0,46,1656.0
Alejandra Camino,Ikura,20140509,31.0,28,868.0
Alejandra Camino,Gumbär Gummibärchen,20140509,31.23,42,1311.66
Alejandra Camino,Carnarvon Tigers,20140509,62.5,27,1687.5
Alejandra Camino,Gnocchi di nonna Alice,20140509,38.0,16,608.0
Alejandra Camino,Steeleye Stout,20140509,18.0,37,666.0
Alejandra Camino,Louisiana Fiery Hot Pepper Sauce,20140509,21.05,3,63.15
Alejandra Camino,Chef Anton's Gumbo Mix,20140509,21.35,34,725.9
Alejandra Camino,Gravad lax,20140509,26.0,50,1300.0
Alejandra Camino,Outback Lager,20140509,15.0,47,705.0
Alejandra Camino,Scottish Longbreads,20140509,12.5,43,537.5
Alejandra Camino,Jack's New England Clam Chowder,20140509,9.65,22,212.3
Alejandra Camino,Ipoh Coffee,20140509,46.0,6,276.0
Alejandra Camino,Queso Manchego La Pastora,20140509,38.0,27,1026.0
Alejandra Camino,Northwoods Cranberry Sauce,20140509,40.0,19,760.0
Alejandra Camino,Mascarpone Fabioli,20140509,32.0,50,1600.0
Alejandra Camino,Uncle Bob's Organic Dried Pears,20140509,30.0,21,630.0
Alejandra Camino,Maxilaku,20140509,20.0,32,640.0
Alejandra Camino,Gustaf's Knäckebröd,20140509,21.0,15,315.0
Alejandra Camino,Geitost,20140509,2.5,42,105.0
Alejandra Camino,Konbu,20140509,6.0,6,36.0
Alejandra Camino,Rössle Sauerkraut,20140509,45.6,45,2052.0
Alejandra Camino,Vegie-spread,20140509,43.9,12,526.8
Alejandra Camino,NuNuCa Nuß-Nougat-Creme,20140509,14.0,46,644.0
Alejandra Camino,Singaporean Hokkien Fried Mee,20140509,14.0,19,266.0
Alejandra Camino,Spegesild,20140509,12.0,41,492.0
Alejandra Camino,Tunnbröd,20140509,9.0,34,306.0
Alejandra Camino,Chartreuse verte,20140509,18.0,29,522.0
Alejandra Camino,Chocolade,20140509,12.75,29,369.75
Alejandra Camino,Lakkalikööri,20140509,18.0,8,144.0
Alejandra Camino,Sir Rodney's Scones,20140509,10.0,27,270.0
Alejandra Camino,Sirop d'érable,20140509,28.5,25,712.5
Alejandra Camino,Ipoh Coffee,20130511,46.0,43,1978.0
Alejandra Camino,Ravioli Angelo,20130511,19.5,17,331.5
Alejandra Camino,Thüringer Rostbratwurst,20130511,123.79,3,371.37
Alejandra Camino,Gravad lax,20130511,26.0,43,1118.0
Alejandra Camino,Inlagd Sill,20130511,19.0,26,494.0
Alejandra Camino,Scottish Longbreads,20130511,12.5,10,125.0
Alejandra Camino,Tourtière,20130511,7.45,27,201.15
Alejandra Camino,Konbu,20130511,6.0,32,192.0
Alejandra Camino,Perth Pasties,20130511,32.8,3,98.4
Alejandra Camino,Côte de Blaye,20130511,263.5,32,8432.0
Alejandra Camino,Gustaf's Knäckebröd,20130511,21.0,29,609.0
Alejandra Camino,Wimmers gute Semmelknödel,20130511,33.25,50,1662.5
Alejandra Camino,Valkoinen suklaa,20150704,16.25,41,666.25
Alejandra Camino,Lakkalikööri,20150704,18.0,34,612.0
Alejandra Camino,Chang,20130703,19.0,48,912.0
Alejandra Camino,Uncle Bob's Organic Dried Pears,20130703,30.0,12,360.0
Alejandra Camino,Perth Pasties,20130703,32.8,19,623.2
Alejandra Camino,Maxilaku,20130703,20.0,18,360.0
Alejandra Camino,Ipoh Coffee,20130703,46.0,33,1518.0
Alejandra Camino,Pâté chinois,20130703,24.0,6,144.0
Alejandra Camino,Gustaf's Knäckebröd,20130703,21.0,10,210.0
Alejandra Camino,Ravioli Angelo,20130703,19.5,28,546.0
Alejandra Camino,Gula Malacca,20130703,19.45,15,291.75
Alejandra Camino,Camembert Pierrot,20130703,34.0,49,1666.0
Alejandra Camino,Chef Anton's Gumbo Mix,20130703,21.35,49,1046.15
Alejandra Camino,Genen Shouyu,20130703,15.5,41,635.5
Alejandra Camino,Tourtière,20130703,7.45,43,320.35
Alejandra Camino,Rössle Sauerkraut,20130703,45.6,17,775.2
Alejandra Camino,Louisiana Hot Spiced Okra,20130703,17.0,17,289.0
Alejandra Camino,Valkoinen suklaa,20130703,16.25,29,471.25
Alejandra Camino,Longlife Tofu,20130703,10.0,45,450.0
Alejandra Camino,Geitost,20130703,2.5,36,90.0
Alejandra Camino,Ikura,20130703,31.0,20,620.0
Alejandra Camino,Côte de Blaye,20130703,263.5,19,5006.5
Alejandra Camino,Outback Lager,20130703,15.0,26,390.0
Alejandra Camino,Pavlova,20130703,17.45,25,436.25
Alejandra Camino,Gnocchi di nonna Alice,20130703,38.0,39,1482.0
Alejandra Camino,Lakkalikööri,20130703,18.0,42,756.0
Alejandra Camino,Sirop d'érable,20130703,28.5,33,940.5
Alejandra Camino,Rhönbräu Klosterbier,20130703,7.75,39,302.25
Alejandra Camino,Röd Kaviar,20130703,15.0,26,390.0
Alejandra Camino,Louisiana Fiery Hot Pepper Sauce,20130703,21.05,42,884.1
Alejandra Camino,Original Frankfurter grüne Soße,20130703,13.0,31,403.0
Alejandra Camino,Aniseed Syrup,20130703,10.0,15,150.0
Alejandra Camino,Nord-Ost Matjeshering,20130703,25.89,33,854.37
Alejandra Camino,Alice Mutton,20130703,39.0,49,1911.0
Alejandra Camino,Queso Manchego La Pastora,20130703,38.0,7,266.0
Alejandra Camino,Gumbär Gummibärchen,20130703,31.23,34,1061.82
Alejandra Camino,Mishi Kobe Niku,20130703,97.0,7,679.0
Alejandra Camino,Escargots de Bourgogne,20130703,13.25,46,609.5
Alejandra Camino,Konbu,20130703,6.0,28,168.0
Alejandra Camino,NuNuCa Nuß-Nougat-Creme,20130703,14.0,7,98.0
Alejandra Camino,Chocolade,20130703,12.75,2,25.5
Alejandra Camino,Chartreuse verte,20130703,18.0,45,810.0
Alejandra Camino,Gorgonzola Telino,20130703,12.5,47,587.5
Alejandra Camino,Sir Rodney's Scones,20130703,10.0,50,500.0
Alejandra Camino,Tarte au sucre,20130703,49.3,37,1824.1
Alejandra Camino,Steeleye Stout,20130703,18.0,3,54.0
Alejandra Camino,Sir Rodney's Marmalade,20130703,81.0,25,2025.0
Alejandra Camino,Original Frankfurter grüne Soße,20150914,13.0,46,598.0
Alejandra Camino,Louisiana Fiery Hot Pepper Sauce,20150914,21.05,13,273.65
Alejandra Camino,Boston Crab Meat,20150914,18.4,48,883.2
Alejandra Camino,Rössle Sauerkraut,20150914,45.6,43,1960.8
Alejandra Camino,Longlife Tofu,20150914,10.0,9,90.0
Alejandra Camino,Chartreuse verte,20150914,18.0,19,342.0
Alejandra Camino,Flotemysost,20150914,21.5,2,43.0
Alejandra Camino,Pâté chinois,20150914,24.0,8,192.0
Alejandra Camino,Mozzarella di Giovanni,20150914,34.8,23,800.4
Alejandra Camino,Ikura,20150914,31.0,8,248.0
Alejandra Camino,Raclette Courdavault,20150914,55.0,46,2530.0
Alejandra Camino,Steeleye Stout,20150914,18.0,31,558.0
Alejandra Camino,Mishi Kobe Niku,20150914,97.0,7,679.0
Alejandra Camino,Sir Rodney's Scones,20150914,10.0,17,170.0
Alejandra Camino,Sirop d'érable,20150914,28.5,27,769.5
Alejandra Camino,Mozzarella di Giovanni,20150705,34.8,43,1496.4
Alejandra Camino,Scottish Longbreads,20150705,12.5,15,187.5
Alejandra Camino,Longlife Tofu,20150705,10.0,30,300.0
Alejandra Camino,Chang,20150705,19.0,28,532.0
Alejandra Camino,Chocolade,20150705,12.75,18,229.5
Alejandra Camino,Boston Crab Meat,20150705,18.4,29,533.6
Alejandra Camino,Grandma's Boysenberry Spread,20150705,25.0,48,1200.0
Alejandra Camino,Rogede sild,20150705,9.5,11,104.5
Alejandra Camino,Gnocchi di nonna Alice,20150705,38.0,36,1368.0
Alejandra Camino,Spegesild,20150705,12.0,34,408.0
Alejandra Camino,Chef Anton's Gumbo Mix,20150705,21.35,45,960.75
Alejandra Camino,Queso Manchego La Pastora,20150705,38.0,23,874.0
Alejandra Camino,Pavlova,20150705,17.45,31,540.95
Alejandra Camino,Laughing Lumberjack Lager,20150705,14.0,49,686.0
Alejandra Camino,Uncle Bob's Organic Dried Pears,20150705,30.0,34,1020.0
Alejandra Camino,Zaanse koeken,20150705,9.5,6,57.0
Alejandra Camino,Teatime Chocolate Biscuits,20150705,9.2,26,239.2
Alejandra Camino,Outback Lager,20150705,15.0,24,360.0
Alejandra Camino,Gula Malacca,20150705,19.45,9,175.05
Alejandra Camino,NuNuCa Nuß-Nougat-Creme,20150705,14.0,25,350.0
Alejandra Camino,Rhönbräu Klosterbier,20150705,7.75,2,15.5
Alejandra Camino,Wimmers gute Semmelknödel,20150705,33.25,38,1263.5
Alejandra Camino,Röd Kaviar,20150705,15.0,44,660.0
Alejandra Camino,Perth Pasties,20150705,32.8,46,1508.8
Alejandra Camino,Gorgonzola Telino,20150705,12.5,8,100.0
Alejandra Camino,Gumbär Gummibärchen,20150705,31.23,14,437.22
Alejandra Camino,Rössle Sauerkraut,20150705,45.6,46,2097.6
Alejandra Camino,Sirop d'érable,20150705,28.5,16,456.0
Alejandra Camino,Tunnbröd,20150705,9.0,49,441.0
Alejandra Camino,Filo Mix,20150705,7.0,14,98.0
Alejandra Camino,Nord-Ost Matjeshering,20150705,25.89,45,1165.05
Alejandra Camino,Original Frankfurter grüne Soße,20150705,13.0,43,559.0
Alejandra Camino,Mascarpone Fabioli,20150705,32.0,36,1152.0
Alejandra Camino,Camembert Pierrot,20150705,34.0,40,1360.0
Alejandra Camino,Raclette Courdavault,20150705,55.0,11,605.0
Alejandra Camino,Alice Mutton,20150705,39.0,6,234.0
Alejandra Camino,Sir Rodney's Marmalade,20150705,81.0,46,3726.0
Alejandra Camino,Tarte au sucre,20150705,49.3,44,2169.2
Alejandra Camino,Chef Anton's Cajun Seasoning,20150705,22.0,12,264.0
Alejandra Camino,Inlagd Sill,20150705,19.0,10,190.0
Alejandra Camino,Schoggi Schokolade,20150705,43.9,24,1053.6
Alejandra Camino,Vegie-spread,20150705,43.9,39,1712.1
Alejandra Camino,Ravioli Angelo,20150705,19.5,37,721.5
Alejandra Camino,Steeleye Stout,20150705,18.0,14,252.0
Alejandra Camino,Genen Shouyu,20150705,15.5,9,139.5
Alejandra Camino,Gravad lax,20150705,26.0,3,78.0
Alejandra Camino,Mishi Kobe Niku,20150705,97.0,46,4462.0
Alejandra Camino,Chai,20150705,18.0,20,360.0
Alejandra Camino,Gustaf's Knäckebröd,20150705,21.0,11,231.0
Alejandra Camino,Escargots de Bourgogne,20150705,13.25,45,596.25
Alejandra Camino,Flotemysost,20150705,21.5,48,1032.0
Alejandra Camino,Geitost,20150705,2.5,9,22.5
Alejandra Camino,Louisiana Fiery Hot Pepper Sauce,20150705,21.05,44,926.2
Alejandra Camino,Sasquatch Ale,20150705,14.0,40,560.0
Alejandra Camino,Aniseed Syrup,20150705,10.0,38,380.0
Alejandra Camino,Singaporean Hokkien Fried Mee,20150705,14.0,40,560.0
Alejandra Camino,Northwoods Cranberry Sauce,20150705,40.0,4,160.0
Alejandra Camino,Tourtière,20150705,7.45,9,67.05
Alejandra Camino,Côte de Blaye,20150705,263.5,18,4743.0
Alejandra Camino,Carnarvon Tigers,20150705,62.5,44,2750.0
Alejandra Camino,Ipoh Coffee,20150705,46.0,31,1426.0
Alejandra Camino,Maxilaku,20150705,20.0,25,500.0
Alejandra Camino,Manjimup Dried Apples,20150705,53.0,17,901.0
Alejandra Camino,Queso Cabrales,20150705,21.0,5,105.0
Alejandra Camino,Jack's New England Clam Chowder,20150705,9.65,3,28.95
Alejandra Camino,Guaraná Fantástica,20150705,4.5,26,117.0
Alejandra Camino,Gudbrandsdalsost,20150705,36.0,5,180.0
Alejandra Camino,Konbu,20150705,6.0,25,150.0
Alejandra Camino,Pâté chinois,20150705,24.0,25,600.0
Alejandra Camino,Lakkalikööri,20150705,18.0,34,612.0
Alejandra Camino,Valkoinen suklaa,20150705,16.25,2,32.5
Alejandra Camino,Thüringer Rostbratwurst,20150705,123.79,29,3589.91
Alejandra Camino,Singaporean Hokkien Fried Mee,20150624,14.0,42,588.0
Alejandra Camino,Ikura,20150624,31.0,34,1054.0
Alejandra Camino,Scottish Longbreads,20150624,12.5,31,387.5
Alejandra Camino,Tunnbröd,20150624,9.0,21,189.0
Alejandra Camino,Mishi Kobe Niku,20150624,97.0,34,3298.0
Alejandra Camino,Côte de Blaye,20150624,263.5,30,7905.0
Alejandra Camino,Grandma's Boysenberry Spread,20150624,25.0,28,700.0
Alejandra Camino,Queso Cabrales,20150624,21.0,13,273.0
Alejandra Camino,Uncle Bob's Organic Dried Pears,20150624,30.0,40,1200.0
Alejandra Camino,Sir Rodney's Scones,20150624,10.0,15,150.0
Alejandra Camino,Pâté chinois,20150624,24.0,49,1176.0
Alejandra Camino,Laughing Lumberjack Lager,20150624,14.0,24,336.0
Alejandra Camino,Genen Shouyu,20150624,15.5,35,542.5
Alejandra Camino,Steeleye Stout,20150604,18.0,9,162.0
Alejandra Camino,Zaanse koeken,20150604,9.5,10,95.0
Alejandra Camino,Nord-Ost Matjeshering,20150604,25.89,21,543.69
Alejandra Camino,Original Frankfurter grüne Soße,20150604,13.0,26,338.0
Alejandra Camino,Sasquatch Ale,20150604,14.0,5,70.0
Alejandra Camino,Schoggi Schokolade,20150604,43.9,16,702.4
Alejandra Camino,Boston Crab Meat,20150604,18.4,36,662.4
Alejandra Camino,Outback Lager,20150604,15.0,7,105.0
Alejandra Camino,Singaporean Hokkien Fried Mee,20150604,14.0,18,252.0
Alejandra Camino,NuNuCa Nuß-Nougat-Creme,20150604,14.0,12,168.0
Alejandra Camino,Ipoh Coffee,20150604,46.0,30,1380.0
Alejandra Camino,Laughing Lumberjack Lager,20150604,14.0,50,700.0
Alejandra Camino,Côte de Blaye,20150604,263.5,33,8695.5
